username,id,url,alt
alanlaoda,pImage_10,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13408692_1754766571459510_356155576_n.jpg?ig_cache_key=MTI3MjM1MjU5MjE0MTExMDEwNA%3D%3D.2,"還沒結束!!!!
看到bogut受傷跟嘴猛綠禁賽只能說爽
兩個耍髒的看了就討厭
今年冠軍戰根本乾爹場😑😑😑
我禿詹威猛 love還是一樣爛
三巨頭合拿84分(41-41-2)
#勇黑高潮
#騎士寄生迷"
alanlaoda,pImage_11,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.89.710.710/13395006_1133498900006442_623895328_n.jpg?ig_cache_key=MTI2ODYxNTUwNzUxNzI2MjgxNw%3D%3D.2.c,"勇士再來啊！
看到有聯盟護航就不爽
少了love反而好打爽
沒外線沒低位沒防守還是坐旁邊吧
我禿詹威猛
#騎士寄生迷
#勇黑高潮"
alanlaoda,pImage_12,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13413354_140817229660358_80850380_n.jpg?ig_cache_key=MTI2NjkzMjA1ODI1MTIxNzY2Mw%3D%3D.2,"終於酒醒了(乾頭好重
隊聚喝了不少酒
結果學弟最後還要學長們擦屁股
叫計程車抬回去
明明學長們也不太行哈哈
隊長這職務也交給學弟了
沒有laoda英雄式的退場
我自己做的非常費
領導這方面我真的不太行XD
也謝謝學長們當時願意選我
幾個學長練球願意幫忙我教學弟
願意陪我們一起練球
我知道我們沒有以前學長們猛
練球會讓你們覺得很氣
但還是謝謝你們
酒醒了發了篇廢文
AlanLaoDa out(哈哈哈)
#廢文
#退休老人"
alanlaoda,pImage_13,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13355643_1047685855311191_45870587_n.jpg?ig_cache_key=MTI2MzQ5Mzg4MzQ0NTAwNDYxMg%3D%3D.2,"以前也理過光頭😃😃😃
動態回顧有趣
上課坐最後面玩手機哈哈
用一大疊書擋著"
alanlaoda,pImage_14,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/c90.0.540.540/13248951_1219084161450168_1831718703_n.jpg?ig_cache_key=MTI2MTUyNjU1NTE0NDYzNjg2NA%3D%3D.2.c,"最近太陽超大 好熱😅😅😅
反而讓我想起在公園打球的時光
只要沒下雨就是早上去打球
曬得全身黑 像洗澡一樣的流汗
#廢文."
alanlaoda,pImage_15,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/c80.0.480.480/13108729_1846827068878295_696840406_n.jpg?ig_cache_key=MTI0MDQ0ODg1MzEwMDg3Mzc3NQ%3D%3D.2.c,"臉書動態回顧哈哈
好像家政課做咖啡凍吧~
一群人亂做 硬到不行 
不過大家還是做的很開心
感覺好久沒像照片裡一樣笑了XD"
alanlaoda,pImage_16,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/12940330_1697906997148404_1935297746_n.jpg?ig_cache_key=MTIzMDgxODg5ODM4NTcxNzQ5Mg%3D%3D.2,"三夾之內都算空檔!!??
原來這球有三個人 完全頂不進去
外加有個人比我還胖(被擋住)XD
例行賽結束了
不知道有沒有季後賽可以打OAO"
alanlaoda,pImage_17,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/c99.0.385.385/12519450_217354485307311_743154861_n.jpg?ig_cache_key=MTIyODAyNDIyODUzMDI0MzkwMA%3D%3D.2.c,"20 years everyone saying pass the ball .but last night i heard they say ""don't pass"" 
沒人可以傳啊～
也不會再投啦！
國中,高中,大學,我的青春啊
不會再有充滿個性的球星了
NBA還能看什麼呢？"
alanlaoda,pImage_18,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/1517249_986302534781483_153116016_n.jpg?ig_cache_key=MTIxMjE4MjMxMTA4MzA2NzQwNg%3D%3D.2,"多媒體fxxk you ~~
紀念一下改的圖片
Matlab有點好用可是不習慣QQ"
alanlaoda,pImage_19,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/c0.0.518.518/12816992_187709124942966_597249751_n.jpg?ig_cache_key=MTIwNTEyNDEzOTk4NjA3Nzk3Ng%3D%3D.2.c,"FB動態回顧
高二跟現在比
真的有夠瘦
雖然沒有瘦到哪XD
但是減肥好難喔
明天再說吧!!??"
alanlaoda,pImage_20,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/1389049_1078245945575890_650373355_n.jpg?ig_cache_key=MTIwMzcwOTI2MDA0MTQzOTk1Mw%3D%3D.2,"今天對到衛冕隊真的很難打
他們準又有默契
不過今天大家倒是進入狀況
真的經驗差距很多
對面一堆碩博生 真的一堆大叔
今天想買犯都買不到QQ各種鐵
這星期也夠累了
今天大腿還吃雞腿 哇靠有夠痛
真佩服NBA一週打三四場比賽"
alanlaoda,pImage_21,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12822491_979534455463040_2039607442_n.jpg?ig_cache_key=MTIwMjY0NTAwMjYyOTMwMjU5MA%3D%3D.2,"三夾以內皆是空檔
包夾算什麼XD
怎麼遇到弱隊反而大家打的更弱QQ
這周跟例行賽一樣 要打三場
星期五繼續加油"
alanlaoda,pImage_22,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/12798152_1728416590727947_973919966_n.jpg?ig_cache_key=MTIwMDg0NDQ1MTYwODQxNTA1OA%3D%3D.2,"這學期第一場比賽
應該太久沒比賽
學弟各種不在狀況內
後來我連續得了幾分後
(不得不說賴犯規真好用> <)
才又回歸正軌哈哈
今天一個三分打頗開心XD
大家都要繼續努力~~
Keep going"
alanlaoda,pImage_23,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/c157.0.405.405/12716823_107708246285304_593582938_n.jpg?ig_cache_key=MTE4NDQ4MzM2MzMzNzk0NzgyNA%3D%3D.2.c,"Zach LaVin各種罰球線起跳轟炸
Aaron Gordon各種垂直彈跳
兩個都用頭去碰框
延長三次都滿分 頂尖對決啊！
Gordon後面沒招有點可惜
這次灌籃大賽終於又活過來了!!!"
alanlaoda,pImage_24,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12677672_403218236518650_251377622_n.jpg?ig_cache_key=MTE4MzgxMjc0MTg2NzkxNTQ3Ng%3D%3D.2,"上了大學打球的朋友好像就沒有了
果然還是高中同學讚
都是愛打球der~~
雖然都是一堆臭男生
每次到學校就是想到以前
早上可以比校隊早到球場投球
真的是青春熱血
好久不見大家都還是和以前一樣白痴"
alanlaoda,pImage_25,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/12558261_1670851776489895_1053672475_n.jpg?ig_cache_key=MTE3MzAxNzE1NDcwNDc4NzU0OA%3D%3D.2.c,"來臺中找阿嬤
順便吃冰"
alanlaoda,pImage_26,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/c236.0.608.608/12501933_1007350052637355_1452617343_n.jpg?ig_cache_key=MTE3MjMyODE0MDE4ODMwNjMzNQ%3D%3D.2.c,"從高中到現在擺設都沒變
還是很喜歡來這裡重訓
吃了那麼多宵夜還是要還的qwq
流了一身汗洗個澡就是舒服
找回以前愛運動的自己之復健之旅XD"
alanlaoda,pImage_27,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/12568228_537266426451869_1925098487_n.jpg?ig_cache_key=MTE3MDkyNzUwODYyOTg5OTc4Mg%3D%3D.2.c,"今天高中同學揪打球ya
好久沒有打三三了
遇到奇怪的阿伯 
一開始投個外線就挑釁
(不會讓你投進下一球)
我當然不會讓他投啊XD
後來在那邊說怎麼改成美式足球
說什麼要切換模式 結果直接吃我一個鍋
再來啊～哈哈哈
每個都打超硬的欸
抄球右手吃蘿蔔乾QQ"
alanlaoda,pImage_28,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/c236.0.608.608/12523816_926117314136821_24752531_n.jpg?ig_cache_key=MTE2ODA0MDQ1NzAwNTg0NTA2OA%3D%3D.2.c,"終於搬回家了
比賽前的重訓?
明天比賽gogo"
alanlaoda,pImage_29,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/c236.0.608.608/10561106_1681133302171595_498320693_n.jpg?ig_cache_key=MTE2MzU1NTA4NDg1MDU3OTYyNQ%3D%3D.2.c,"第一次投票選總統和立委欸
雖然之前有投別的哈哈
P.S.還是要幫集氣
子瑜加油欸"
alanlaoda,pImage_30,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/c120.0.480.480/1741230_209963626004999_352073148_n.jpg?ig_cache_key=MTE1MTEwMTgzODM0MTA2NDc5Mw%3D%3D.2.c,"照片終於出來啦～XD
對到理雙大家都太輕敵囉
一直失誤哈哈哈～
比分被追進到兩分
甚至落後一分的時候
真的是有嚇到閃尿
好險我在要得分的時候都有進
不過沒熱身就上場全身都是冰的
直接吃兩鍋QQ
P.S.這張臉好圓喔OAO"
alanlaoda,pImage_31,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12357584_1672606226355523_1691267250_n.jpg?ig_cache_key=MTE0Nzc5OTU1MDEzNDQ3MTU4OQ%3D%3D.2,"家聚Ten屋 鐵板燒呵呵～
這學期第一次練球沒去
排成這個樣子好特別"
alanlaoda,pImage_32,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12354125_545958518892511_523001720_n.jpg?ig_cache_key=MTE0NTAzMDY5ODE0OTQ5NzEzOA%3D%3D.2,"這次比較多照片ya~
這場大家都比上次好很多
雖然不夠穩定  被輕鬆打進一堆球
我上去後曾經追到3分差 (好可惜)
可惜中間節奏有點快 就下來休息
結果比分被拉開 QQ
體能想練還是會偷懶沒練
最後 我的褲子好像有點緊XD"
alanlaoda,pImage_33,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/c29.0.502.502/12357261_876937815759708_1078320436_n.jpg?ig_cache_key=MTEzODg3ODM3MTM1NzE0OTY1NA%3D%3D.2.c,"簡單的Layout看了就有夠眼花@@
我畫的超級醜XD
突然覺得電腦這個發明
真的是充滿人類心血結晶"
alanlaoda,pImage_34,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12277429_1659031301040382_1135437481_n.jpg?ig_cache_key=MTEzMDgxOTIwNzE0NTg2NzM0Mw%3D%3D.2,"這場真的打的很爛
明明對手也差不多
雖然對手跟過年一樣 一直進三分
但是我們自己完全沒有抵抗力和拼勁
想要還以顏色
就當被一個教學吧OAO"
alanlaoda,pImage_35,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/12269872_1694679747410273_1523410054_n.jpg?ig_cache_key=MTEyOTMzNzA2NjI5MzcwOTUwMA%3D%3D.2,"Laoda(老大)要退休啦～
就因為他看了NBA 更喜歡打籃球
他影響一堆屁孩 包括我哈哈
模仿一堆不會進的後仰 急停跳投
那時候還是亂丟的很開心
看了8年的NBA 可能沒有其他人久
不過幾乎都是看他的比賽
儘管到後來真的看不下去
當時的不可一世 霸氣外漏的掌管比賽
得分輕鬆 予取予求(講到各種哀傷TAT)
無法想像沒有kobe的NBA
(以及alt和ptt)??????
第一次廢文打這麼多XD
鐵的意志就交給Alan~~LaoDa~~"
alanlaoda,pImage_36,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/12231077_505758959583875_1403433722_n.jpg?ig_cache_key=MTEyNDc2NTI0NTQzOTM2MzUzOA%3D%3D.2,"聯盟賽有相手感覺不錯~
可以拍下自己認真的樣子!!!??
這讓我更想上場被拍下來XD
不過肚子好像凸出來了！OAO"
alanlaoda,pImage_37,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12224467_1543505625940466_1796109168_n.jpg?ig_cache_key=MTEyNDQ4NzU2MzU2NDY5ODQzNw%3D%3D.2,Go~go~成功 上課坐第一排也要看
alanlaoda,pImage_38,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12292661_1679941585586474_1920815735_n.jpg?ig_cache_key=MTEyMzgxMjc0MTIzMDc3NDY3OA%3D%3D.2,"星期五練完球腳踝開始痛@@
星期六還硬上去打個一節比賽
今天還是有點痛
我怎麼不記得我有扭到QQ
應該是已經老了XD"
alanlaoda,pImage_39,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12237525_1491685401135992_353556144_n.jpg?ig_cache_key=MTExNjY1NzI4MjE3MDM3NDk5OA%3D%3D.2,"當覺得心煩就要讓自己累到不去想
最近知道了不少喜事哈哈
祝你們幸福呦～
哪時候能輪到我呢？哈哈
在操場遇到超亮閃光(司令台的燈很刺眼XD)
其實會來跑步的妹子也不少喔"
alanlaoda,pImage_40,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11881800_693911607411317_1865657887_n.jpg?ig_cache_key=MTExMjk5ODQ0MjExOTg3NDU5MQ%3D%3D.2,"期中考爆炸還是想動一動哈哈
怎麼11月還這麼熱
孤單 寂寞 覺得""熱""XD"
alanlaoda,pImage_41,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10467996_188157938190088_1702656771_n.jpg?ig_cache_key=MTExMTQ4NDM5MzQ2OTEzNTA3Nw%3D%3D.2,"魯蛇吃滷味一身魯味XD
良叔叔滷味還不錯吃
抬槓一下老闆就幫我加料
開心~~"
alanlaoda,pImage_42,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12145281_862859267143884_1122624853_n.jpg?ig_cache_key=MTEwNTQ5OTMzOTM0NTUxMzA5OA%3D%3D.2,"兩年前也是我在打新生盃哈哈
現在已經大三 有夠老
可以打40分鐘變打4分鐘?"
alanlaoda,pImage_43,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12080588_1476172522689365_624987682_n.jpg?ig_cache_key=MTA5ODM5Mjk2ODc5MTczODczMw%3D%3D.2,"[廢文]
假日不折被子就一定會躺回去"
alanlaoda,pImage_44,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12139666_532368446929643_282147876_n.jpg?ig_cache_key=MTA4ODI3MTAzMTk0ODE2NzI3Nw%3D%3D.2,晚餐ya
alanlaoda,pImage_45,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11939357_1644936819097352_1892005146_n.jpg?ig_cache_key=MTA4MzMyNDc0Mjk0NDgzNjUxMQ%3D%3D.2,"登入760多天終於狠下心刪game
累積155顆石頭
一次抽光當有錢人感覺真爽"
alanlaoda,pImage_46,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11950630_1668582003379475_1565076704_n.jpg?ig_cache_key=MTA2NDA0NzY5Nzc5NDU4MjgyNg%3D%3D.2,想偷懶都不行 原本想說會繼續下雨的 竟然出大太陽
alanlaoda,pImage_47,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/11357505_482614478568101_1619407050_n.jpg?ig_cache_key=MTAxNjc2ODc0OTYwODI1ODAzNQ%3D%3D.2,新房間終於搬好了 宵夜都買超過一小時了
alanlaoda,pImage_48,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/11376401_1086191298075671_514064568_n.jpg?ig_cache_key=MTAxMDQyODU5MTA1MzA5Nzc5OQ%3D%3D.2,昨天隊聚選完隊長，我自己大概也知道，因為我這屆和上屆一樣只有一兩個人，我就這樣當了呵呵，平常根本隨便打現在要好好做榜樣跟我打球很不一樣，一群carry學長也畢業了，剩下一群大一大二，現在應該進入重建期QQ，晚上也沒睡好的在想要幹嘛，感覺就很麻煩哈哈，不過既然要當，今年的小AI可以當我的榜樣吧！從板凳出發(其實連我都忘記他了)，要打就要拿獎盃！！！也可以當成減肥動力哈哈！想了這麼多還是要去念書OAO....
alanlaoda,pImage_49,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/11356541_1627354230843732_1771498531_n.jpg?ig_cache_key=MTAwMjU2MzcxNDg0NjQ0MzgyMQ%3D%3D.2,小將Dellavedova關鍵時刻的籃板真的很猛 加上禿詹的火力 面對者黑哨(我個人覺得)拿下關鍵一勝 希望之後仍是精彩的比賽 不要像前幾輪一面倒
alanlaoda,pImage_50,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/11356430_384105525109932_1388991150_n.jpg?ig_cache_key=OTk1MDUyMzUzNjkwMTU5NzU1.2,比較old school的我 沒有特別喜歡看一直投三分的勇士 而是喜歡坦克入境打法的James 希望是個精彩的冠軍戰
alanlaoda,pImage_51,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/11287572_1588594914725364_45189848_n.jpg?ig_cache_key=OTg3NDAxODk3MjA3ODEwMTM1.2,想看的球隊都輸了！現在只能看不喜歡的球隊輸球
denniswg,pImage_0,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/13116692_627680360718634_1696229578_n.jpg?ig_cache_key=MTI0MzQwMzk5Njc1ODY1ODA0NQ%3D%3D.2,"等✈️
即將定居美國ㄌ"
denniswg,pImage_1,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/12751288_884895998289684_1220255719_n.jpg?ig_cache_key=MTE5NTM0NjI1NDg2OTY3ODYzMA%3D%3D.2,"三牲獻藝 @共生音樂節

#三牲獻藝 #Fuckkmt #228"
denniswg,pImage_2,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11939565_1924727284419006_1296590434_n.jpg?ig_cache_key=MTExNzM2NDA4MTI0MDE2NDY0Ng%3D%3D.2,"臉臭的午睡巨🐱
#big #cat #kitty"
denniswg,pImage_3,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12224207_1031915306880971_423211466_n.jpg?ig_cache_key=MTExNzM2MjY1MjA0Nzg1MzgyOQ%3D%3D.2,"Fantastic set from @postiljonen last night!
#postiljonen #revolver"
denniswg,pImage_4,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12141921_1015888398452713_1055178183_n.jpg?ig_cache_key=MTExNDUyOTIyNDIzOTcyODc0MQ%3D%3D.2,
denniswg,pImage_5,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11950567_1658579804413790_1353208802_n.jpg?ig_cache_key=MTExMTM0MzM3OTgxOTEyMTQ5MQ%3D%3D.2,"可愛動物區，和被遺棄的樹
#cat #purr #tree"
denniswg,pImage_6,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c135.0.810.810/12145437_518800361627440_540475653_n.jpg?ig_cache_key=MTEwNzk4NTI1NjI3NDMxNjI0OQ%3D%3D.2.c,"1976 @台灣樂團潮
#1976 #rock #band #live"
denniswg,pImage_7,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/12142164_695472007253581_716726563_n.jpg?ig_cache_key=MTA5MTk4Mzc3ODg2MjcxMzIxMg%3D%3D.2.c,#500
denniswg,pImage_8,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11186917_161219587549054_1936383619_n.jpg?ig_cache_key=MTA2ODYwMjI0NTE1NDE5NTQ2NA%3D%3D.2,新學期，歡迎新鮮人（及新鮮貓）！
denniswg,pImage_9,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11351983_1606808236268666_900133913_n.jpg?ig_cache_key=MTAzNjYyMDA1NjkwODkwOTE2Mw%3D%3D.2,長大了～～～～～ #combo #cat
denniswg,pImage_10,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e35/11379070_800377896746719_792237640_n.jpg?ig_cache_key=MTAyNTIwODY0NDQxNjQyNDc0OQ%3D%3D.2,"惴惴不安的夏

房間裡只有冷氣呼呼的風聲。"
denniswg,pImage_11,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/11049187_1557180904570181_668469113_n.jpg?ig_cache_key=OTQ3NTczMzAzMTk1MzIzMDc4.2,這是我的箱子！
denniswg,pImage_12,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10251435_673773522748157_2032315504_n.jpg?ig_cache_key=OTQ2Mzc4NzAxNzA0NjQ1NTEx.2,#300
denniswg,pImage_13,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10932497_501537583317333_574630826_n.jpg?ig_cache_key=OTAzNjc2Mzg5MDMxMDA0NzU4.2,繞路繞來繞去，在某個轉角看見自己的影子。
denniswg,pImage_14,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10932108_1675706859323031_2012167853_n.jpg?ig_cache_key=ODk5MDc1MjA4NDc2NDc3Njc1.2,一隅。
denniswg,pImage_15,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/928017_1390149604621954_1869480822_n.jpg?ig_cache_key=ODk5MDcxMzIzNzIwNTAxNDQ4.2,連涼麵都放寒假了！
denniswg,pImage_16,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10864856_345781995608433_56742574_n.jpg?ig_cache_key=ODgxMDY5NzA1MTQ2MjU1OTIy.2,我好帥！怎那麼帥！
denniswg,pImage_17,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10865170_1580407732174895_1128552905_n.jpg?ig_cache_key=ODc2MDU2NjMwMzc0NTUwMjUx.2,我女朋友好可愛！
denniswg,pImage_18,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10838597_411392102344423_171209652_n.jpg?ig_cache_key=ODcyNTQyMzc0NzI3MzcwODk2.2,大象體操+林維辰—互動表演實驗@社資中心
denniswg,pImage_19,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10755845_697330450364962_1912404952_n.jpg?ig_cache_key=ODY0NDM2MTM0MTc2NDc1NDA0.2,Sunlight.
denniswg,pImage_20,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10808606_652812581498274_1431804566_n.jpg?ig_cache_key=ODY0NDM1Mjc4OTA3NTU4MDky.2,2014.11.29. 九合一選舉 #vote #九合一選舉
denniswg,pImage_21,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10831842_577669379030172_1741775338_n.jpg?ig_cache_key=ODY0NDMzOTQzNTMzNDM5MDgy.2,和大家一起吵吵鬧鬧。以前總覺得幼稚，現在卻覺得，長不大的那些部份其實更值得珍惜。
denniswg,pImage_22,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10802554_734337963327066_314463897_n.jpg?ig_cache_key=ODYzNTA5NTExNTA3OTIxMDk4.2,發電機公司的名字叫來電。酷。
denniswg,pImage_23,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10808503_653707868082333_1023727432_n.jpg?ig_cache_key=ODYyMDEzOTk5MzY1NjA2MzAx.2,黃國昌@政大羅馬廣場 — 民主政治的法律工程
denniswg,pImage_24,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/10616898_727790397268797_669894370_n.jpg?ig_cache_key=ODI3MjMyNjM0MTk5OTg1MDA3.2,"旋轉
Made with #fragmentapp"
denniswg,pImage_25,https://scontent-hkg3-1.cdninstagram.com/t51.2885-15/e15/915450_232449246953625_816895720_n.jpg?ig_cache_key=NzI4NzczNzYxMDkzNDUzOTg5.2,"補 Day 7 of #100happydays ：

一個循環又結束了，這一天有好多次都覺得有點想哭，因為奇怪的小事情還有陽光。

不只是感動，也必須提醒自己好好珍惜這些經驗，何其幸運能經歷這些。 :)"
